Gene,log2FoldChange,pvalue,padj,minus_log10_pvalue,Change
CCDC84,-0.09434,0.7207,0.9994,0.142245478,Similar
RPL23AP64,-0.3183,0.4015,0.9994,0.39631445,Similar
RPS25,-0.2808,0.3451,0.9994,0.462055041,Similar
TRAPPC4,0.2489,0.2567,0.9994,0.590574131,Similar
SLC37A4,-0.225,0.368,0.9994,0.434152181,Similar
HYOU1,-0.2065,0.3992,0.9994,0.398809467,Similar
VPS11,-0.08667,0.4283,0.9994,0.368251926,Similar
HMBS,-0.01725,0.9475,0.9994,0.023420781,Similar
H2AFX,-0.2567,0.303,0.9994,0.518557371,Similar
DPAGT1,0.106,0.5157,0.9994,0.287602869,Similar
C2CD2L,0.2275,0.4943,0.9994,0.30600939,Similar
HINFP,0.1137,0.668,0.9994,0.175223538,Similar
ABCG4,0.4216,0.2401,0.9994,0.61960784,Similar
NLRX1,0.09641,0.7425,0.9994,0.129303542,Similar
CCDC153,0.3149,0.3717,0.9994,0.429807439,Similar
CBL,-0.06039,0.7931,0.9994,0.10067205,Similar
MCAM,0.503,0.1462,0.9994,0.835052627,Similar
RNF26,-0.1177,0.2114,0.9994,0.674895017,Similar
USP2,0.2265,0.4543,0.9994,0.342657263,Similar
LOC100499227,0.3821,0.2954,0.9994,0.529589509,Similar
THY1,-0.3293,0.3763,0.9994,0.424465782,Similar
PVRL1,0.357,0.1617,0.9994,0.79128998,Similar
TRIM29,0.09634,0.8048,0.9994,0.094312032,Similar
TMEM136,-0.1916,0.4032,0.9994,0.394479477,Similar
ARHGEF12,0.1751,0.276,0.9994,0.559090918,Similar
GRIK4,0.2084,0.4392,0.9994,0.357337669,Similar
TBCEL,0.009175,0.9318,0.9994,0.030677294,Similar
TECTA,0.1699,0.3273,0.9994,0.485053995,Similar
SC5DL,-0.1317,0.6248,0.9994,0.204258979,Similar
SORL1,0.2524,0.4737,0.9994,0.324496615,Similar
MIR100HG,0.09028,0.7583,0.9994,0.120158944,Similar
MIR125B1,0.05822,0.8722,0.9994,0.059383918,Similar
UBASH3B,0.414,0.187,0.9994,0.728158393,Similar
C11orf63,0.1177,0.7406,0.9994,0.130416292,Similar
LOC341056,-0.09427,0.6512,0.9994,0.186285608,Similar
HSPA8,-0.07239,0.7603,0.9994,0.11901501,Similar
CLMP,-0.09434,0.7919,0.9994,0.101329657,Similar
GRAMD1B,0.1895,0.4966,0.9994,0.303993285,Similar
SCN3B,0.3511,0.2866,0.9994,0.542723814,Similar
ZNF202,0.1094,0.4386,0.9994,0.357931373,Similar
VWA5A,0.06468,0.8089,0.9994,0.092105165,Similar
TBRG1,0.09922,0.3328,0.9994,0.477816682,Similar
SIAE,-0.127,0.616,0.9994,0.210419288,Similar
SPA17,0.1067,0.7748,0.9994,0.110810388,Similar
ESAM,-0.3978,0.3014,0.9994,0.520856752,Similar
C11orf61,-0.1307,0.344,0.9994,0.463441557,Similar
ROBO4,-0.1646,0.6656,0.9994,0.176786687,Similar
HEPACAM,0.3436,0.3725,0.9994,0.428873723,Similar
CCDC15,0.07595,0.7565,0.9994,0.121191068,Similar
SLC37A2,0.112,0.7689,0.9994,0.114130139,Similar
TMEM218,0.1141,0.7298,0.9994,0.136796141,Similar
FEZ1,0.2556,0.2454,0.9994,0.610125442,Similar
EI24,-0.1468,0.316,0.9994,0.500312917,Similar
STT3A,-0.3073,0.188,0.9994,0.725842151,Similar
CHEK1,-0.1344,0.6351,0.9994,0.197157887,Similar
ACRV1,-0.1012,0.7958,0.9994,0.099196065,Similar
HYLS1,0.3905,0.2178,0.9994,0.661942125,Similar
PUS3,-0.03861,0.7721,0.9994,0.112326448,Similar
DDX25,0.3368,0.2453,0.9994,0.610302452,Similar
CDON,-0.4438,0.1464,0.9994,0.834458923,Similar
RPUSD4,-0.2808,0.3071,0.9994,0.512720184,Similar
SRPR,-0.0445,0.855,0.9994,0.068033885,Similar
TIRAP,-0.006102,0.9799,0.9994,0.008818242,Similar
DCPS,-0.09532,0.6358,0.9994,0.196679476,Similar
ST3GAL4,-0.1807,0.3352,0.9994,0.47469599,Similar
KIRREL3-AS3,-0.2264,0.5494,0.9994,0.260111345,Similar
KCNJ5,-0.3,0.3578,0.9994,0.446359664,Similar
C11orf45,0.113,0.734,0.9994,0.13430394,Similar
TP53AIP1,0.4997,0.119,0.9994,0.924453039,Similar
ARHGAP32,0.1412,0.5683,0.9994,0.245422344,Similar
TMEM45B,-0.3038,0.4291,0.9994,0.367441485,Similar
NFRKB,-0.06889,0.6856,0.9994,0.163929191,Similar
PRDM10,-0.003936,0.9867,0.9994,0.005814872,Similar
LINC00167,0.1782,0.6432,0.9994,0.191653964,Similar
APLP2,-0.0788,0.5802,0.9994,0.236422276,Similar
ZBTB44,-0.07428,0.7272,0.9994,0.13834613,Similar
ADAMTS8,-0.539,0.1672,0.9994,0.776763727,Similar
SNX19,-0.1186,0.6135,0.9994,0.212185433,Similar
NTM,0.04204,0.8533,0.9994,0.068898254,Similar
OPCML,0.3146,0.386,0.9994,0.413412695,Similar
LOC283174,0.1776,0.6202,0.9994,0.207468238,Similar
IGSF9B,0.3815,0.2919,0.9994,0.534765905,Similar
LOC100128239,0.1676,0.6625,0.9994,0.178814117,Similar
JAM3,-0.324,0.1334,0.9994,0.87484417,Similar
NCAPD3,-0.1481,0.4933,0.9994,0.306888885,Similar
VPS26B,0.1048,0.3766,0.9994,0.424119684,Similar
THYN1,0.09933,0.5441,0.9994,0.264321274,Similar
ACAD8,0.1007,0.6155,0.9994,0.210771943,Similar
GLB1L3,0.2909,0.4357,0.9994,0.36081244,Similar
GLB1L2,-0.1054,0.725,0.9994,0.139661993,Similar
B3GAT1,0.33,0.2312,0.9994,0.63601217,Similar
LOC100288778,0.1494,0.6387,0.9994,0.194703084,Similar
IQSEC3,0.3757,0.2161,0.9994,0.665345233,Similar
LOC574538,0.3717,0.3366,0.9994,0.472885888,Similar
KDM5A,-0.02767,0.8762,0.9994,0.057396751,Similar
CCDC77,-0.1406,0.5314,0.9994,0.27457845,Similar
B4GALNT3,-0.5487,0.1151,0.9994,0.938924676,Similar
WNK1,-0.0902,0.6607,0.9994,0.179995693,Similar
RAD52,-0.1063,0.7744,0.9994,0.111034656,Similar
ERC1,-0.09398,0.702,0.9994,0.153662888,Similar
LOC100292680,0.0699,0.8564,0.9994,0.067323341,Similar
FBXL14,0.08668,0.5883,0.9994,0.230401152,Similar
WNT5B,-0.405,0.1715,0.9994,0.765735876,Similar
ADIPOR2,-0.1131,0.3348,0.9994,0.475214551,Similar
CACNA2D4,-0.3246,0.4014,0.9994,0.396422632,Similar
LRTM2,0.3996,0.2756,0.9994,0.559720787,Similar
DCP1B,-0.07572,0.6226,0.9994,0.205790884,Similar
CACNA1C,0.1173,0.6633,0.9994,0.178290003,Similar
LOC100652846,0.2046,0.5853,0.9994,0.232621476,Similar
FKBP4,-0.08247,0.7928,0.9994,0.100836359,Similar
ITFG2,-0.05364,0.7938,0.9994,0.100288905,Similar
NRIP2,0.1255,0.6249,0.9994,0.204189475,Similar
C12orf32,0.1014,0.6186,0.9994,0.208590084,Similar
TULP3,-0.1191,0.5225,0.9994,0.281913705,Similar
TEAD4,-0.00544,0.9847,0.9994,0.006696062,Similar
TSPAN9,-0.3072,0.2418,0.9994,0.616543703,Similar
PRMT8,0.3755,0.2744,0.9994,0.561615893,Similar
EFCAB4B,-0.07775,0.8421,0.9994,0.074636333,Similar
PARP11,-0.01729,0.9144,0.9994,0.038863783,Similar
CCND2,-0.1368,0.6089,0.9994,0.215454026,Similar
C12orf5,-0.07062,0.8112,0.9994,0.090872058,Similar
C12orf4,0.09512,0.7471,0.9994,0.126621264,Similar
RAD51AP1,-0.3235,0.3057,0.9994,0.514704561,Similar
DYRK4,-0.1209,0.604,0.9994,0.218963061,Similar
AKAP3,0.3957,0.2874,0.9994,0.541513236,Similar
NDUFA9,-0.1771,0.3174,0.9994,0.498393078,Similar
GALNT8,-0.05817,0.8784,0.9994,0.056307673,Similar
KCNA1,-0.04814,0.8989,0.9994,0.04628862,Similar
KCNA5,0.3185,0.3941,0.9994,0.404393565,Similar
ANO2,-0.1518,0.6735,0.9994,0.1716624,Similar
VWF,-0.3498,0.3547,0.9994,0.450138812,Similar
CD9,-0.4468,0.2295,0.9994,0.63921731,Similar
PLEKHG6,-0.1552,0.6911,0.9994,0.160459107,Similar
SCNN1A,-0.1653,0.6514,0.9994,0.186152246,Similar
LOC678655,0.1292,0.7073,0.9994,0.150396342,Similar
CD27,0.1762,0.6473,0.9994,0.188894393,Similar
TAPBPL,-0.3332,0.3422,0.9994,0.465719995,Similar
VAMP1,0.13,0.6811,0.9994,0.16678912,Similar
MRPL51,-0.1406,0.3142,0.9994,0.502793819,Similar
SCARNA10,-0.1047,0.7838,0.9994,0.105794741,Similar
IFFO1,0.0719,0.7812,0.9994,0.107237765,Similar
NOP2,-0.07449,0.6783,0.9994,0.168578183,Similar
LPAR5,0.3003,0.4438,0.9994,0.352812702,Similar
ACRBP,-0.02228,0.9526,0.9994,0.021089423,Similar
ING4,0.0579,0.8149,0.9994,0.088895682,Similar
ZNF384,0.007181,0.975,0.9994,0.010995384,Similar
C12orf53,0.1456,0.5815,0.9994,0.235450281,Similar
COPS7A,0.05388,0.7676,0.9994,0.114865034,Similar
MLF2,0.06885,0.6421,0.9994,0.19239733,Similar
PTMS,0.12,0.4648,0.9994,0.332733881,Similar
LAG3,0.06329,0.862,0.9994,0.064492734,Similar
CD4,0.03062,0.9356,0.9994,0.028909787,Similar
GPR162,0.2529,0.1559,0.9994,0.807153885,Similar
GNB3,0.04288,0.9058,0.9994,0.042967684,Similar
USP5,0.0459,0.587,0.9994,0.231361899,Similar
TPI1,-0.05134,0.8732,0.9994,0.058886273,Similar
SPSB2,-0.1355,0.4438,0.9994,0.352812702,Similar
RPL13P5,0.1826,0.4426,0.9994,0.35398859,Similar
DSTNP2,0.251,0.1625,0.9994,0.789146635,Similar
LRRC23,0.3587,0.1899,0.9994,0.721475035,Similar
ENO2,0.3001,0.1692,0.9994,0.771599641,Similar
C12orf57,-0.1355,0.635,0.9994,0.197226275,Similar
PTPN6,-0.01823,0.9608,0.9994,0.017367006,Similar
PHB2,-0.2143,0.3579,0.9994,0.446238302,Similar
SCARNA12,-0.07543,0.8431,0.9994,0.074120911,Similar
EMG1,0.02534,0.8994,0.9994,0.046047117,Similar
LPCAT3,-0.03088,0.8828,0.9994,0.054137676,Similar
C1RL,-0.4375,0.2421,0.9994,0.616005211,Similar
MATL2963,-0.281,0.4313,0.9994,0.365220542,Similar
RBP5,0.3317,0.2674,0.9994,0.572838597,Similar
CLSTN3,0.2032,0.4825,0.9994,0.316502682,Similar
PEX5,0.09196,0.5305,0.9994,0.275314612,Similar
CD163L1,-0.114,0.7593,0.9994,0.1195866,Similar
CD163,-0.2152,0.5742,0.9994,0.240936812,Similar
GDF3,0.06286,0.8725,0.9994,0.059234564,Similar
CLEC4C,0.08086,0.8358,0.9994,0.077897633,Similar
FOXJ2,-0.2035,0.253,0.9994,0.596879479,Similar
CLEC4A,-0.2721,0.4863,0.9994,0.31309573,Similar
FAM66C,0.3601,0.1218,0.9994,0.914352712,Similar
FAM90A1,0.0977,0.767,0.9994,0.115204636,Similar
FAM86FP,0.1872,0.5796,0.9994,0.236871623,Similar
MFAP5,-0.4202,0.248,0.9994,0.605548319,Similar
RIMKLB,-0.129,0.6425,0.9994,0.192126868,Similar
A2ML1,0.5955,0.1275,0.9994,0.894489815,Similar
PHC1,-0.04428,0.8928,0.9994,0.049245818,Similar
M6PR,-0.02163,0.8532,0.9994,0.068949153,Similar
KLRG1,-0.09786,0.6975,0.9994,0.156455788,Similar
C12orf33,0.1969,0.6085,0.9994,0.215739417,Similar
LOC144571,0.1762,0.6344,0.9994,0.197636826,Similar
LOC100499405,0.2384,0.4376,0.9994,0.358922687,Similar
LOC642846,-0.1463,0.7039,0.9994,0.152489035,Similar
LOC374443,-0.1474,0.5952,0.9994,0.225337077,Similar
CD69,0.1808,0.6094,0.9994,0.21509755,Similar
CLEC2B,-0.4317,0.2662,0.9994,0.574791949,Similar
KLRF2,-0.07363,0.7686,0.9994,0.11429962,Similar
GABARAPL1,0.1052,0.6951,0.9994,0.157952711,Similar
KLRD1,-0.02282,0.9298,0.9994,0.031610458,Similar
KLRC3,0.08554,0.8247,0.9994,0.083704005,Similar
KLRAP1,-0.1044,0.7638,0.9994,0.117020346,Similar
MAGOHB,-0.09565,0.7528,0.9994,0.12332039,Similar
STYK1,-0.1055,0.7771,0.9994,0.109523091,Similar
TAS2R10,-0.3545,0.3638,0.9994,0.439137305,Similar
PRH1-PRR4,-0.1485,0.5857,0.9994,0.232324776,Similar
PRH1,-0.2549,0.5126,0.9994,0.290221398,Similar
PRH2,-0.1964,0.6136,0.9994,0.212114649,Similar
TAS2R14,-0.2164,0.5037,0.9994,0.297828049,Similar
TAS2R20,-0.3145,0.4056,0.9994,0.391902054,Similar
TAS2R31,-0.3674,0.3006,0.9994,0.522011024,Similar
LOC100129361,0.05809,0.7183,0.9994,0.143694134,Similar
LOC338817,-0.3145,0.4102,0.9994,0.387004344,Similar
ETV6,-0.2776,0.1401,0.9994,0.853561865,Similar
BCL2L14,0.07598,0.8459,0.9994,0.072680975,Similar
LRP6,-0.2424,0.3693,0.9994,0.432620692,Similar
MANSC1,-0.3264,0.2729,0.9994,0.563996464,Similar
LOH12CR2,0.1875,0.5706,0.9994,0.243668233,Similar
LOH12CR1,-0.03385,0.8844,0.9994,0.053351266,Similar
CREBL2,0.04794,0.7481,0.9994,0.126040345,Similar
CDKN1B,-0.1575,0.5414,0.9994,0.266481749,Similar
APOLD1,-0.3944,0.2732,0.9994,0.563519305,Similar
DDX47,-0.09871,0.5271,0.9994,0.278106984,Similar
RPL13AP20,-0.2685,0.425,0.9994,0.37161107,Similar
GPRC5A,-0.2628,0.416,0.9994,0.380906669,Similar
HEBP1,-0.3839,0.1384,0.9994,0.85886391,Similar
KIAA1467,0.1326,0.6184,0.9994,0.208730519,Similar
GSG1,0.3099,0.359,0.9994,0.444905551,Similar
GRIN2B,0.2206,0.5324,0.9994,0.273761953,Similar
HIST4H4,0.4061,0.2998,0.9994,0.523168371,Similar
H2AFJ,-0.4418,0.2049,0.9994,0.688458042,Similar
WBP11,-0.05594,0.7052,0.9994,0.151687696,Similar
C12orf69,-0.3169,0.4157,0.9994,0.381219975,Similar
PTPRO,0.1778,0.4268,0.9994,0.369775589,Similar
STRAP,-0.0228,0.9224,0.9994,0.035080706,Similar
DERA,-0.2384,0.4792,0.9994,0.319483191,Similar
SLC15A5,0.4386,0.242,0.9994,0.616184634,Similar
MGST1,0.4263,0.1298,0.9994,0.886725308,Similar
SKP1P2,0.02206,0.8801,0.9994,0.055467979,Similar
PLEKHA5,-0.0437,0.7728,0.9994,0.111932887,Similar
AEBP2,-0.199,0.2717,0.9994,0.565910362,Similar
SLCO1C1,-0.3691,0.3435,0.9994,0.464073259,Similar
SLCO1A2,0.03334,0.9323,0.9994,0.030444316,Similar
IAPP,-0.1943,0.6071,0.9994,0.216739767,Similar
PYROXD1,0.1355,0.6111,0.9994,0.213887716,Similar
RECQL,-0.0716,0.792,0.9994,0.101274818,Similar
GOLT1B,-0.1651,0.6067,0.9994,0.217026005,Similar
C12orf39,-0.3929,0.3095,0.9994,0.509339347,Similar
GYS2,0.1965,0.6121,0.9994,0.213177621,Similar
LDHB,-0.19,0.2466,0.9994,0.608006928,Similar
ABCC9,-0.2323,0.3907,0.9994,0.408156589,Similar
CMAS,0.04518,0.695,0.9994,0.158015195,Similar
KIAA0528,0.2014,0.4165,0.9994,0.380384994,Similar
ETNK1,0.1072,0.6662,0.9994,0.176395372,Similar
SOX5,0.178,0.4615,0.9994,0.335828295,Similar
LINC00477,0.2639,0.5006,0.9994,0.300509155,Similar
BCAT1,-0.2916,0.1255,0.9994,0.901356274,Similar
CASC1,0.2102,0.5612,0.9994,0.250882338,Similar
LYRM5,-0.1073,0.7056,0.9994,0.151441428,Similar
KRAS,0.05062,0.7034,0.9994,0.152797636,Similar
IFLTD1,0.3209,0.4005,0.9994,0.39739748,Similar
LOC100506451,-0.03145,0.8774,0.9994,0.05680237,Similar
BHLHE41,-0.141,0.6831,0.9994,0.165515715,Similar
SSPN,-0.3701,0.3101,0.9994,0.508498234,Similar
ITPR2,-0.5412,0.152,0.9994,0.818156412,Similar
ASUN,-0.04943,0.818,0.9994,0.087246696,Similar
FGFR1OP2,-0.03328,0.8429,0.9994,0.074223946,Similar
TM7SF3,-0.05772,0.7518,0.9994,0.123897679,Similar
MED21,-0.1312,0.2496,0.9994,0.602755419,Similar
STK38L,-0.09007,0.7461,0.9994,0.12720296,Similar
ARNTL2,0.1088,0.7246,0.9994,0.13990167,Similar
PPFIBP1,-0.07577,0.7785,0.9994,0.108741383,Similar
MRPS35,-0.07896,0.6787,0.9994,0.168322151,Similar
MANSC4,0.0628,0.8728,0.9994,0.059085262,Similar
KLHDC5,0.05796,0.7469,0.9994,0.126737541,Similar
CCDC91,0.1404,0.5601,0.9994,0.251734427,Similar
FAR2,-0.2022,0.565,0.9994,0.247951552,Similar
ERGIC2,-0.01485,0.9532,0.9994,0.020815966,Similar
TMTC1,0.08025,0.7367,0.9994,0.13270933,Similar
IPO8,-0.03237,0.9161,0.9994,0.038057117,Similar
CAPRIN2,-0.06268,0.865,0.9994,0.062983893,Similar
LOC100287314,-0.5704,0.1371,0.9994,0.862962545,Similar
TSPAN11,0.26,0.316,0.9994,0.500312917,Similar
LOC100506660,0.4341,0.1963,0.9994,0.7070797,Similar
DDX11,-0.2512,0.4581,0.9994,0.339039708,Similar
FAM60A,-0.07165,0.7863,0.9994,0.104411724,Similar
FLJ13224,-0.09264,0.8051,0.9994,0.094150173,Similar
DENND5B,0.2687,0.2491,0.9994,0.603626272,Similar
METTL20,0.256,0.3501,0.9994,0.455807889,Similar
AMN1,0.2297,0.2814,0.9994,0.550675907,Similar
H3F3C,0.03547,0.8789,0.9994,0.056060536,Similar
C12orf35,0.01506,0.9043,0.9994,0.043687469,Similar
BICD1,0.1259,0.5801,0.9994,0.236497135,Similar
FGD4,0.2498,0.1878,0.9994,0.726304412,Similar
ALG10,0.1778,0.3894,0.9994,0.409604053,Similar
ALG10B,0.5905,0.1248,0.9994,0.903785415,Similar
CPNE8,-0.03075,0.9281,0.9994,0.032405227,Similar
KIF21A,0.1364,0.4144,0.9994,0.382580253,Similar
ABCD2,0.1395,0.7073,0.9994,0.150396342,Similar
SLC2A13,-0.09304,0.6869,0.9994,0.163106484,Similar
CNTN1,-0.05385,0.8445,0.9994,0.073400346,Similar
PDZRN4,0.3188,0.3839,0.9994,0.415781888,Similar
YAF2,-0.0889,0.754,0.9994,0.122628654,Similar
ZCRB1,0.02244,0.8978,0.9994,0.046820399,Similar
PPHLN1,-0.003321,0.9864,0.9994,0.005946936,Similar
ADAMTS20,-0.3606,0.1799,0.9994,0.744968837,Similar
PUS7L,-0.088,0.5129,0.9994,0.289967301,Similar
IRAK4,-0.1839,0.5357,0.9994,0.271078354,Similar
TWF1,-0.1482,0.3188,0.9994,0.496481687,Similar
TMEM117,-0.4554,0.2122,0.9994,0.67325462,Similar
NELL2,-0.1755,0.2882,0.9994,0.540306024,Similar
RACGAP1P,-0.2892,0.3902,0.9994,0.408712735,Similar
PLEKHA8P1,0.1131,0.4638,0.9994,0.333669256,Similar
LOC400027,0.04153,0.8961,0.9994,0.047643523,Similar
ARID2,0.0872,0.5389,0.9994,0.268491816,Similar
SCAF11,-0.1454,0.3624,0.9994,0.440811811,Similar
SLC38A4,-0.1468,0.6418,0.9994,0.192600287,Similar
AMIGO2,-0.1513,0.6546,0.9994,0.184023999,Similar
FAM113B,-0.3111,0.422,0.9994,0.374687549,Similar
RPAP3,0.06282,0.7783,0.9994,0.10885297,Similar
ENDOU,0.064,0.8537,0.9994,0.068694719,Similar
RAPGEF3,0.3103,0.3058,0.9994,0.514562519,Similar
SLC48A1,-0.02292,0.9072,0.9994,0.042296958,Similar
HDAC7,-0.3445,0.1732,0.9994,0.761452112,Similar
VDR,-0.4688,0.2288,0.9994,0.64054398,Similar
TMEM106C,-0.2303,0.112,0.9994,0.950781977,Similar
SENP1,-0.1232,0.5154,0.9994,0.287855586,Similar
PFKM,0.1609,0.4173,0.9994,0.379551615,Similar
ASB8,0.1553,0.163,0.9994,0.787812396,Similar
C12orf68,0.3215,0.3057,0.9994,0.514704561,Similar
ZNF641,-0.02975,0.8804,0.9994,0.055319966,Similar
ANP32D,0.3048,0.3713,0.9994,0.430275051,Similar
CCNT1,0.01029,0.9642,0.9994,0.015832873,Similar
ADCY6,-0.09969,0.6101,0.9994,0.214598975,Similar
CACNB3,0.003667,0.988,0.9994,0.005243055,Similar
DDX23,0.1008,0.5534,0.9994,0.256960845,Similar
FKBP11,-0.07087,0.818,0.9994,0.087246696,Similar
ARF3,0.1181,0.441,0.9994,0.355561411,Similar
WNT10B,0.4295,0.2448,0.9994,0.611188587,Similar
WNT1,-0.3185,0.4098,0.9994,0.387428046,Similar
PRKAG1,-0.053,0.7344,0.9994,0.134067332,Similar
MLL2,0.06079,0.8273,0.9994,0.082336976,Similar
RHEBL1,-0.05853,0.8618,0.9994,0.06459351,Similar
DHH,-0.1849,0.6367,0.9994,0.19606515,Similar
LMBR1L,0.1369,0.6403,0.9994,0.193616498,Similar
TUBA1A,0.1832,0.2763,0.9994,0.558619115,Similar
PRPH,-0.2106,0.5856,0.9994,0.232398932,Similar
C1QL4,-0.3035,0.4376,0.9994,0.358922687,Similar
LOC100335030,0.1187,0.7573,0.9994,0.120732043,Similar
KCNH3,-0.2138,0.5677,0.9994,0.245881106,Similar
FAM186B,-0.2753,0.4031,0.9994,0.394587202,Similar
PRPF40B,0.04048,0.8655,0.9994,0.062732928,Similar
TMBIM6,-0.003306,0.9768,0.9994,0.010194349,Similar
NCKAP5L,0.236,0.2037,0.9994,0.691008971,Similar
LOC100286844,0.2994,0.2583,0.9994,0.587875594,Similar
BCDIN3D,0.4142,0.1781,0.9994,0.749336081,Similar
FAIM2,0.377,0.2001,0.9994,0.698752911,Similar
AQP5,-0.4651,0.2314,0.9994,0.635636645,Similar
AQP6,0.5476,0.1557,0.9994,0.807711387,Similar
RACGAP1,-0.3116,0.2522,0.9994,0.598254918,Similar
ACCN2,0.3329,0.2519,0.9994,0.598771833,Similar
SMARCD1,-0.02607,0.9228,0.9994,0.034892414,Similar
GPD1,0.1691,0.6654,0.9994,0.176917203,Similar
COX14,0.0437,0.8128,0.9994,0.090016305,Similar
LARP4,0.006632,0.9689,0.9994,0.013721044,Similar
DIP2B,0.1924,0.249,0.9994,0.603800653,Similar
ATF1,-0.07042,0.6848,0.9994,0.164436248,Similar
METTL7A,-0.4406,0.1671,0.9994,0.77702355,Similar
SLC11A2,0.01465,0.9018,0.9994,0.044889769,Similar
LETMD1,-0.01813,0.9551,0.9994,0.019951155,Similar
CSRNP2,0.1925,0.3613,0.9994,0.442132038,Similar
POU6F1,0.4523,0.1272,0.9994,0.895512889,Similar
DAZAP2,0.03226,0.8005,0.9994,0.096638664,Similar
SLC4A8,0.2497,0.295,0.9994,0.530177984,Similar
FIGNL2,0.1866,0.5854,0.9994,0.232547282,Similar
ANKRD33,-0.5416,0.1669,0.9994,0.777543663,Similar
ACVRL1,-0.2262,0.5642,0.9994,0.248566918,Similar
ACVR1B,0.2139,0.4308,0.9994,0.365724305,Similar
GRASP,-0.4156,0.2245,0.9994,0.648783655,Similar
C12orf44,0.02684,0.8944,0.9994,0.048468209,Similar
KRT80,-0.5588,0.146,0.9994,0.835647144,Similar
EIF4B,-0.2963,0.3089,0.9994,0.510182092,Similar
LOC283335,-0.2883,0.3835,0.9994,0.416234632,Similar
SPRYD3,0.3176,0.1815,0.9994,0.741123371,Similar
CSAD,-0.1583,0.6795,0.9994,0.167810539,Similar
ZNF740,0.1381,0.3433,0.9994,0.464326197,Similar
ITGB7,0.5106,0.1471,0.9994,0.832387327,Similar
MFSD5,-0.007322,0.9821,0.9994,0.007844289,Similar
PFDN5,-0.2025,0.4352,0.9994,0.361311113,Similar
C12orf10,-0.08024,0.7268,0.9994,0.138585081,Similar
AAAS,-0.05462,0.6973,0.9994,0.156580335,Similar
SP7,-0.06107,0.8694,0.9994,0.060780364,Similar
SP1,-0.3721,0.2014,0.9994,0.695940534,Similar
AMHR2,-0.2953,0.4333,0.9994,0.363211311,Similar
PRR13,-0.2498,0.1975,0.9994,0.7044329,Similar
PCBP2,-0.1837,0.5399,0.9994,0.267686673,Similar
MAP3K12,-0.1292,0.6062,0.9994,0.217384068,Similar
TARBP2,-0.03927,0.8392,0.9994,0.076134525,Similar
ATF7,-0.2952,0.2483,0.9994,0.60502328,Similar
ATP5G2,-0.2128,0.4479,0.9994,0.348818938,Similar
CALCOCO1,0.05677,0.8389,0.9994,0.076289806,Similar
HOXC13,-0.2303,0.5308,0.9994,0.275069086,Similar
HOXC10,-0.5053,0.1792,0.9994,0.746661995,Similar
HOXC9,0.1595,0.684,0.9994,0.164943898,Similar
HOXC8,0.3378,0.3888,0.9994,0.410273744,Similar
HOXC5,-0.1631,0.6662,0.9994,0.176395372,Similar
HOXC4,0.2089,0.497,0.9994,0.303643611,Similar
HOXC6,0.1459,0.6966,0.9994,0.15701653,Similar
FLJ12825,0.412,0.2423,0.9994,0.615646586,Similar
LOC100240735,0.1945,0.4247,0.9994,0.371917739,Similar
LOC400043,-0.03296,0.926,0.9994,0.033389013,Similar
SMUG1,0.1579,0.6168,0.9994,0.209855635,Similar
CBX5,0.006406,0.966,0.9994,0.015022874,Similar
HNRNPA1,-0.3014,0.1536,0.9994,0.813608784,Similar
NFE2,0.112,0.769,0.9994,0.11407366,Similar
COPZ1,0.003959,0.98,0.9994,0.008773924,Similar
ZNF385A,0.2208,0.2995,0.9994,0.523603173,Similar
NCKAP1L,0.5235,0.1818,0.9994,0.740406121,Similar
NEUROD4,0.2378,0.5433,0.9994,0.264960295,Similar
ITGA7,-0.3319,0.2438,0.9994,0.612966299,Similar
BLOC1S1,-0.05283,0.7858,0.9994,0.104687976,Similar
RDH5,-0.5027,0.1896,0.9994,0.722161667,Similar
CD63,-0.1908,0.3762,0.9994,0.424581209,Similar
GDF11,0.1269,0.4941,0.9994,0.306185146,Similar
SARNP,-0.1788,0.3175,0.9994,0.49825627,Similar
ORMDL2,0.1359,0.5941,0.9994,0.226140448,Similar
DNAJC14,0.1435,0.569,0.9994,0.244887734,Similar
TMEM198B,-0.1395,0.3844,0.9994,0.415216621,Similar
MMP19,-0.3012,0.3786,0.9994,0.42181939,Similar
WIBG,0.1899,0.4436,0.9994,0.353008463,Similar
DGKA,-0.3764,0.207,0.9994,0.684029655,Similar
CDK2,-0.3835,0.2207,0.9994,0.656197667,Similar
RAB5B,-0.1236,0.4652,0.9994,0.332360294,Similar
SUOX,0.1684,0.5349,0.9994,0.271727402,Similar
IKZF4,-0.08762,0.7035,0.9994,0.152735898,Similar
RPS26,0.1431,0.5553,0.9994,0.255472327,Similar
ERBB3,-0.4533,0.2468,0.9994,0.607654845,Similar
PA2G4,-0.004133,0.9749,0.9994,0.01103993,Similar
RPL41,-0.2406,0.3225,0.9994,0.491470281,Similar
ZC3H10,0.2503,0.3721,0.9994,0.42934033,Similar
ESYT1,-0.4817,0.1117,0.9994,0.951946827,Similar
MYL6B,-0.04137,0.8788,0.9994,0.056109952,Similar
MYL6,-0.1204,0.4224,0.9994,0.37427609,Similar
SMARCC2,0.1126,0.5601,0.9994,0.251734427,Similar
RNF41,0.03004,0.8966,0.9994,0.047401265,Similar
OBFC2B,-0.04757,0.8251,0.9994,0.083493413,Similar
ANKRD52,-0.1786,0.3201,0.9994,0.494714326,Similar
